390,6,Satir ve sutunlarin basinda yazan rakam kadar kutunun boyanmasiyla resim olusan oyun nedir?,Mayin tarlasi,Tetris,Kare karalamaca,Amiral batti,C,15
391,7,Avrupa Birligi donem baskanliginin suresi ne kadardir?,6 ay,1 yil,2 yil,5 yil,A,15
392,8,Atomun %99'unu hangisi olusturur?,Cekirdek,Proton,Bosluk,Notron,C,15
393,9,Hangisi bir bitkidir?,Yalicapkini,Havaciva,Denizhiyari,Suleymancik,B,15
394,1,Bircok isin ayni anda yapilmasiyla olusan durum 9 ayin hangi gunuyle ifade edilir?,Pazartesi,Carsamba,Cuma,Pazar,B,15
395,1,Iyi ve dogru olmanin dis gorunusten ustunlugunu ne ifade eder?,Yufka yurek,Akil sagligi,Ic guzelligi,Altyapi,C,15
396,2,Erkekler uzun uzun sikilmdadn hangisini anlatmayi sever?,Askerlik anilari,Mac anilari,Cocukluk anilari,Tatil anilari,A,15
397,3,Cep telefonunda pilin azalma rengi nedir?,Yesil,Mavi,Sari,Kirmizi,D,15
398,4,Eskiden mektuplarda acele cevap bekledigi nasil ifade edilirdi?,Kestane kebap,Zehir zemberek,Palas pandiras,Deli divane,A,15
399,5,Bilgisayarda programi ne simgeler?,Link,Ikon,Profil,Host,B,15
400,6,Halk arasinda kullanilan soze gore tarihi kimler yazar?,Calisanlar,Dusunurler,Kazananlar,Politikacilar,C,15
401,7,TV'de dinlediginiz giris muzigi hangi unlu cizgi diziye aittir?,The Simpsons,Jetgiller,Sirinler,Tas Devri,A,15
402,8,Eski Amerikan baskani JFK'nin tam adi nedir?,John Frederick Kennedy,John Fitzgerald Kennedy,John Frank Kennedy,John Ford Kennedy,B,15
403,1,Misafirlikten kalkarken ne denir?,Gule gule oturun,Gelen gideni aratir,Bunu saymayiz,Bize de bekleriz,D,16
405,2,Hem masa ortusu hem cam bezi hem de kulah olarak kullanilan nedir?,Pecete,Poset,Gezete kagidi,Mendil,C,16
406,3,Daha cok eskiden kapi kapi gezerek kumas vs satan kadinlara ne denir?,Overlokcu,Bohcaci,Hallac,Kalayci,D,16
407,4,Bir kisiyi onemsiz saymak icin ne denir?,Fava,Keskek,Kaygana,Tirit,A,16
408,5,Dinlediginiz Rusca siiri okuyan tarihci kimdir?,Ilber Ortayli,Murat Belge,Murat Bardakci,Erdal Inonu,A,16
409,8,Yunanli rahip Lacoon Yunanlilardan korkuyorum ozellikle hediye getirdiklerinde ile ne demek istemistir?,Truva ati,Torino kefeni,Kader mizragi,Excalibur,A,16
410,4,Buyuk magza indirimli satis magazasi nedir?,Magaza,Outlet,Franchise,Tax Free,B,16
411,9,1910'da Osmanli Makedonyasinda dogup adi Agnes Gonca Boyaci olan kimdir?,Eva Braun,Rahibe Teresa,Coco Chanel,Mata Hari,B,16
412,10,Tum dunyada 5 milyon satan hangi roman yayinlanmadan 121 yayinevince reddedilip Guiness Rekorlar kitabina girmistir?,Otostopcunun Galaksi Rehberi,Ferrarisini Satan Bilge,Zen ve Motosiklet Bakim Sanati,Da Vinci Sifresi,C,16
413,11,Binlerce kisinini oldugu Panama kanali insaatinda calisan ressam kimdir?,Van Gogh,Paul Gauguin,Toulouse Lautrec,Gustav Klimt,D,16
420,7,Kartal kondu sozuyle tarihe gecen kimdir?,Neil Armstrong,Harry S. Truman,Maradona,General Patton,A,16
421,1,Duzgun giden bir isi bozmak anlaminda ne berbat edilir?,Bir cuval uzum,Bir cuval findik,Bir cuval elma,Bir cuval incir,D,16
422,2,Hangisi magazada pazarlik sirasinda soylenen musteri tarafindan soylenen klise sozdur?,Bize kaca olur,Musteri velinimetimizdir,Gelisi kurtarmaz,Ustu kalsin,A,16
423,3,Karsilikli duran iki kisinin yumak yaptiklari iplik demetlerine ne denir?,Gergef,Kuka,Makara,Cile,D,16
424,4,Cam porselen gibi maddelerden yapilmis esyaya ne denir?,Aktar,Zuccaciye,Nalbur,Bijuteri,B,16
425,5,Ornek alinan hayranlik duyulan kisilere ne denir?,Sef,Duayen,CEO,Idol,D,16
426,6,TV'de dinlediginiz ses hangi hayvana aittir?,Deve,Fil,Boga,Maymun,B,16
430,7,1963 yilina kadar kisa filmleriyle birlikte 7.5 film caktigi icin sonraki filmine 8 Bucuk adini veren yonetmen kimdir?,Akira Kurosawa,Bernardo Bertolucci,Federico Fellini,Woody Allen,C,16
431,8,Adini Napolyon'a bagli bir askerden alan siyasi terim nedir?,Anarsizm,Sovenizm,Dadaizm,Vandalizm,B,16
432,1,Lezzettli ve guzel yemek sirasinda sevilen kisinin orada olmamasi nasil ifade edilir?,Icime kurt dustu,Canima degsin,Bana kadar kaldi,Sensiz bogazimdan gecmedi,D,17
433,2,Anneler istemedikleri birseyi yapmasinlar diye cocuklarina ne derler?,Babana soylerim,Koca adam oldun,Annene soylerim,Sessiz kalirim,A,17
434,3,Askin simgesi hangisidir?,Papatya,Manolya,Karanfil,Gul,D,17
435,4,Resmi belgelerde kullanilan pul hangisidir?,Damga pulu,Posta pulu,Bagis pulu,Tescil pulu,A,17
436,1,Birinin yaninda onun hizmetine hazir oldugunu gerekli gereksiz gostermeye ne denir?,Gozu kara,Deli Divane ,Pesinde dolasmak,Pervane olmak,D,17
437,2,Calismadigim yerden cikti sozunu kim soyler?,Ogrenciler,Futbolcular,Hakimler,Arkeologlar,A,17
438,5,Bir kisiye sirtini donup kollarini birakmaya ne denir?,Sabir testi,Karakter testi,Iliski testi,Guven testi,D,17
439,6,Cali cirpi ile baraj yapan hayvan hangisidir?,Kirpi,Su aygiri,Kunduz,Manda,C,17
440,7,TV'de dinlediginiz sarkida yapilan dansin adi nedir?,Breakdance,Lambada,Vak vak,Moonwalk,C,17
441,8,Scream filminde katilin yuzune taktigi maske hangi ressamin ayni adli resminden uyarlanmistir?,Gustav Klimt,Edvard Munch,Caravaggio,Frida Kahlo,B,17
442,9,Aski anlatmak icin ne soylersem soyliyim asil ask belirdi mi sozlerimden utanirim sozu kimi aittir?,William Shakespeare,Seyh Galip,Yavuz Slutan Selim,Mevlana,D,17
443,10,2012'de Birlesmis Milletler 20 Mart'in ne gunu olarak kutlanmasina karar vermistir?,Mutluluk gunu,Dostluk gunu,Kardeslik gunu,Ask gunu,A,17
444,2,Torbadan numarali taslar cekilerek oynanan oyun hangisidir?,Amiralbatti,Kizmabirader,Dokuztas,Tombala,D,18
445,3,Yemeklik sogan nasil dogranir?,Dilim,Tel,Kup,Halka,C,18
446,4,Cok gidiklanan insanlar nasildir?,Kiskanc,Cimri,Komik,Geveze,A,18
447,7,2012 Time yilin kisisi kimdir?,Lady Gaga,Barack Obama,Mark Zuckerberg,Lionel Messi,B,18
448,8,Yusuf Has Hacib'in eseri Kudagu Biligin anlami nedir?,Kapilari acan bilgi,Kilavuzluk eden bilgi,Guc veren bilgi,Mutluluk veren bilgi,D,18
449,9,Dugunde beyaz gelinlik giyerek moda olmasini saglayan kimdir?,Chanel,Twiggy,Kralice Victoria,Jacqueline Kennedy,C,18
450,10,Hangi ulkenin kadin cumhurbaskani 1994'te annesini basbakan atamistir?,Yeni Zelanda,Filipinler,Pakistan,Sri Lanka,D,18
451,1,Noel Baba'nin kizagini hangi hayvan ceker?,Ceylan,Geyik,At,Kopek,B,18
452,2,Filmlerde carpisip kitap dusunce kizla erkek arasinda ne olur?,Hafiza kaybi,Ask,Dostluk,Suphe,B,18
453,8,1992'de ilk mesajda ne yaziyordu?,Iyi ki dogdun,Basardik,Mutlu noeller,Iyi Gunler,C,18
454,9,ET filminin Turk versiyonunun adi nedir?,UZO,Badi,Dodo,Hudaverdi,B,18
455,10,Hangisi cevirmeli telefonlarda en hizli cevrilebilen numaralara gore belirlenmistir?,Sehir kodlari,Bilinmeyen numaralar,Cagri merkezleri,Ucretsiz hatlar,A,18
456,1,Eskiden limon ya da biryantinle taranmis saclara ne denirdi?,Inek yalamis,Kus konmus,Elektrik carpmis,Manda yuva yapmis,A,18
457,2,Yeni yilda ilk neyin haberi yapilir?,Kavga,Bebek,Gunes,Kaza,B,18
458,5,TV'de dinlediginiz Jingle Bells melodisi ne zaman calarr?,Sevgililer gunu,Yeni yil,Cenaze,Dugun,B,18
459,6,Bilmecede birbirini yememeleri istenenler arasinda hangisi yoktur?,Kemik,Kurt,Ot,Kuzu,A,18
460,6,Hangisi yeni yila daha erken girer?,Amerika,Rusya,Norvec,Avustralya,D,18
461,9,"Amerikarli Thomast nast, hangisine son halini vermistir?",Sam Amca,Noel Baba,Kel Kartal,Dolar isareti,B,18
462,10,Yiyecegini suda yikamadan yemeyen hayvan hangisidir?,Rakun,Kokarca,Gelincik,Panda,A,18
463,11,Kimyager Wallace Hume Carothers hangi bulusu ile ticari olarak buyuk endustri olusmasina neden olmustur?,Cimento,Kaucuk,Naylon,Pil,B,18
464,1,"Hindistan’da yer alan, icinde tum insanlarin baris icinde yasamasini hedefleyen, UNESCO’nun destek verdigi sehir projesinin adi nedir?",Goodville,Auroville,Harmonyville,Ecoville,B,19
465,2,"Osmanli’da, sahiplerinin devletten ruhsat alarak islettikleri meyhanelere ne ad verilirdi?",Mudavim,Gedikli,Musallat,Kamber,A,19
466,3,"Osmanli’da, sahiplerinin devletten ruhsat alarak islettikleri meyhanelere ne ad verilirdi?",Mudavim,Gedikli,Musallat,Kamber,B,19
467,4,"Hindistan’da yer alan, icinde tum insanlarin baris icinde yasamasini hedefleyen, UNESCO’nun destek verdigi sehir projesinin adi nedir?",Goodville,Auroville,Harmonyville,Ecoville,B,19
468,5,“Pal Sokagi Cocuklari” romaninin sonunda roman kahramanlarinin oynadigi araziye ne olur?,Ev yapilir,Koru yapilir,Otopark yapilir,Anit dikilir,A,19
469,6,Turkiye buyuk milet meclisi baska hangi adla anilir? ,Danistay,Baro,Parlamento,Yuce divan,C,19
470,7,2005 yilinda Turk lirasindan kac sifir atilmistir?,3,4,5,6,D,19
471,1,Sol anahtari hangi meslegi yapan kisilerin kullandigi bir terimdir?,Cilingir,Marangoz,Tamirci,Muzisyen,D,19
472,2,Filistin halkinin israil isgaline karsi baslattigi baskaldiriyi simgeleyen soz hangisidir?,Partizan,Arap bahari,Pasif direnis,Intifada,D,19
473,1,Soguk havalarda sicak birseyler icince ne denir?,Havamiz degisti,Kanimiz kaynadi,Gozumuz acildi,Icimiz isindi,D,20
474,2,Karikatur ve filmlerde aile reisi piknikte ne giyer?,Bornoz,Tulum,Cizgili pijama,Beyaz onluk,C,20
475,3,"Elektrik anahtari icerdeyse, genellikle evin hangi bolumunde bulunur?",Yatak odasi,Salon,Mutfak,Banyo,D,20
476,4,21 Aralik'ta kiyametle unlenen ilce hangisidir?,Sirince,Ezine,Mengen,Alacati,A,20
477,5,Rengarenk kivircik sacli oyuncak bebekler hangi sebzeyle anilir?,Lahana,Patlican,Domates,Patates,A,20
478,6,Kurutuldugunda gri renk olan lavanta cicegi ne renktir?,Pembe,Mor,Kirmizi,Sari,B,20
479,7,TV'de dinlediginiz 'Aglasam sesimi duyar misiniz...' siiri hangi saire aittir?,Ahmet Muhip Diranas,Ozdemir Asaf,Orhan Veli Kanik,Oktay Rifat,C,20
480,8,Osmanli doneminde gizli polis amirine ne ad verilirdi?,Biyiklibasi,Tebdilbasi,Sahinbasi,Bocekbasi,D,20
481,1,Bir yastiga bas koymak ne demektir?,Evlilik,Dostluk,Ortaklik,Cimrilik,A,20
482,2,Halk arasinda muzigin ne oldugu soylenir?,Askin meyvesi,Kalbin aynasi,Aklin yolu,Ruhun gidasi,D,20
483,3,Kadinlarin kivircik yapmak icin saclarina taktigi nedir?,Fon,Masa,Firkete,Bigudi,D,20
484,4,80li yillarda hemen her evde bulunan elektrik duzenleyicisi nedir?,Regulator,Trafo,Rezistans,Aspirator,A,20
485,5,Garp cephesinde yeni birsey yok kitabinin adindaki Garp ne demektir?,Kuzey,Guney,Dogu,Bati,D,20
486,6,TV'de dinlediginiz 'Asiye' turkunsunu kim seslendirmektedir?,Arif Sag,Kamil Sonmez,Volkan Konak,Kazim Koyuncu,B,20
487,7,Gectigimiz gunlerde Turgut Ozal'dan baska hangi liderin naasi mezarindan cikarilip incelenmistir?,Hafiz Esad,Boris Yeltsin,Yaser Arafat,Froncois Mitterand,C,20
488,8,Nazim Hikmet 'Kimi oldurmeye gidiyorsun Ahmet?' dizelerini hangi savas icin yazmistir?,Kore Savasi,I. Dunya Savasi,Balkan Savasi,Trablusgarp Savasi,A,20
489,9,Gunumuzde saglik alanindaki onlemler anlaminda kullanilan hijyenin asil anlami nedir?,Yagmur suyu,Yunan tanricasi,Latince beyaz,Kimyasal madde,B,20
490,1,Cok uzulmek anlamindaki sozde hangisi sizlar?,Burnunun diregi,Dilinin kemigi,Avucunun ici,Gozunun bebegi,A,20
491,2,Anneler oyun oynarken terleyip hast olmasin diye sirtina ne koyarlar?,Carsaf,Tulbent,Sunger,Mendil,B,20
492,3,Cocuklar iskambil kagitlarini devirmeden hangisini yapmaya calisirlar?,Tren,Kopru,Kule,Tunel,C,20
493,4,Buzagi hangi hayvanin yavrusudur?,Deve,Manda,Koyun,Inek,D,20
494,1,Istedigimiz sorudan baslayabilir miyiz ozellikle kimin sordugu sorudur?,Yarismacilarin,Psikologlarin,Avukatlarin,Ogrencilerin,D,20
495,2,Basa gelmesinden korkulan olaydan bahsederken tahtaya kac kez vurulur?,1,3,4,6,B,20
496,3,Alfabetik siraya gore once hangisi yazilir?,Taksit,Talih,Tahliye,Tarif,C,20
497,4,Toplam 5 golun atildigi macta kazanan takim en az kac gol atmistir?,2,3,4,5,B,20
498,5,Sirtustu yatarken iki elin basin arkasinda birlestirp bedeni kaldirip indirerek yapilan harket nedir?,Parende,Sinav,Mekik,Amut,C,20
499,6,Tip tarihinde klonlanan ilk memeli olan ve 6 yasina kadar yasayan koyun hangi unlu kisiden adini almistir?,Dolly Parton,Eva Peron,Sophia Loren,Marilyn Monroe,A,20
500,7,TRT'de Resim sevinci adli programda nasil resim cizildigini anlatan ressamin adi nedir?,Benny Hill,Mr. Bean,Bob Ross,Bill Cosby,C,20
501,1,Onemsiz kucuk sorunu buyutmek anlamidaki sozde hangisinde firtina koparilir?,Bir bardak su,Bir parmak bal,Bir avuc pirinc,Bir fincan kahve,A,21
502,2,Bir yerden ayrilacak kislnin durumu nedir?,Kara gorundu,Yol gorundu,Ufuk gorundu,Isik gorundu,B,21
503,3,Hava durumu haberlerlerinde soguk hava genelde nereden gelir?,Kutuplardan,Orta asyadan,Ekvatordan,Balkanlardan,D,21
504,4,Bankalarin ev sahibi olmak isteyenlere uzun vadeli kredi verdikleri sistem nedir?,Leasing,Factoring,Mortgage,Emisyon,C,21
505,5,Lokantalarda yazili olmayan kurala gore bahsis hesabin % kacidir?,1,10,18,20,B,21
506,6,Hangi tatlinin hem tuzlusu yapilir hem de bazen icine tuz konulur?,Sutlac,Kazandibi,Gullac,Sekerpare,A,21
507,7,TV'de dinlediginiz konusma Istanbul vapurlarinda pazarlama yapan bu kisinin adi nedirr?,Halil Pazarlama,Burhan Pazarlama,Ismet Pazarlama,Servet Pazarlama,B,21
508,8,Cok insan kafalari olmadigi icin kafayi bozmuyor sozunun sahibi Aklin Metafizigi kitabinin yazari kimdir?,Arthur Schopenhauer,Immanuel Kant,Friedrich Nietzsche,Hegel,A,21
509,1,Cana yakin olgun iyi kalpli guvenilir erkeklere ne denir?,Afacan,Babacan,Centilmen,Jon,B,21
510,2,Birine islerin yolunda gitmesi icin ne soylenir?,Bahtin acik olsun,Gozun arkada kalmasin,Ellerin dert gormesin,Allah rahatlik versin,A,21
511,3,TRT'nin radyo yayinlari nerede yapilir?,Atolye,Saray,Ev,Ajans,C,21
512,4,Can yelekleri tavandadir hangi ulasim aracinda yazar?,Ucak,Gemi,Otobus,Tren,B,21
513,5,TV'de dinlediginiz melodiler hangi turkunun adi nedir?,Tokat yollari tasli,Ordunun dereleri,Malatya malatya,Bitliste bes minare,D,21
514,6,Oscar odullerinin diger adi nedir?,Enstitu Odulleri,Altin Palmiye Odulleri,Hollywood Odulleri,Akademi Odulleri,D,21
515,7,"Ray Charles, Led Zepplin, Rolling Stones gibi isimleri kesfeden 3 Grammy'li Truk yapimci kimdir?",Ahmet Ertegun,Mehmet Oz,Kudsi Erguner,Burhan Dogancay,A,21
516,8,Erkek penguenlerin asklarinin simgesi olarak nisan yuzugu olarak verdigi ve disilerin buna gore secim yaptigi nesne nedir?,Balik,Deniz kabugu,Inci,Cakil tasi,D,21
517,10,1943'te USS Eldridge  adli geminin kaybolup 640 km ileride belirmesi deneyinin adi nedir?,Alaska Deneyi,Philadelphia Deneyi,San Francisco Deneyi,Arizona Deneyi,B,21
518,1,Cok yalvarmak anlaminda kullanilan soz hangisidir?,Dize getirmek,Dirsek curutmek,Dizlerine kapanmak,Bel baglamak,C,21
519,2,Birseyin bulunma ihtimalinin az olma durumu samanlikta ne aramaya benzer?,Kurdan,Misket,Pirinc,Igne,D,21
520,3,Hangisi dogru bir kullanimdir?,Iddia,Iddaa,Iddiaa,Iddiha,A,21
521,4,Tip fakultesi mezunu olup uzmanlasmayan hekimlere ne denir?,Okutman,Psikolog,Pratisyen,Rehber,C,21
522,5,Hangisi futbol basketbol gibi takim sporlarina uygulanan en basit hucum taktiklerinden biridir?,Asist,Verkac,Trivela,Endirekt,B,21
523,6,Yuzuklerin efendisinde yuzugu ele gecirince yaratiga donusup Kiymetlimis diyen hangisidir?,Frodo,Gandalf,Gollum,Aragorn,C,21
524,1,Mazlumun ahini alanin basina gelecek kotulukler nasil cikar?,Aheste aheste,Kiyi kiyi,Dort nala,Paldir kuldur,A,21
525,2,Kullanilan kelime ve sozlerin her anlama gelecegi soylenirken Turkce nasil denir?,Dalgali,Lastikli,Seffaf,Kaygan,B,21
526,1,Bir metni baskasiyla paylasmadan sessizce okumaya ne denir?,Icinden okumak,Ezberden okumak,Cigerini okumak,Gozunden okumak,A,21
527,2,Karmasik bir isin icinden cikmanin zor oldugu ne tasi ayiklamaya benzetilir?,Pirinc,Bulgur,Nohut,Mercimek,A,21
528,3,90'larda sacin one gelmesini engellemek icin basa ne takilirdi?,Bone,Vatka,Konc,Bandana,D,21
529,4,Eski buyuk ve nostaljik radyolara ne denir?,Antenli radyo,Lambali radyo,Ahsap radyo,Tuplu radyo,B,21
530,1,Sorun sende degil bende ne zaman soylenen klisedir?,Sevgiliden ayrilirken,Istifa ederken,Ortakliktan ayrilirken,Taburcu olurken,A,22
531,2,Hangisi halk arasinda misafir gelecegine yorulur?,Goz dalmasi,Avuc kasinmasi,Kulak cinlamasi,Mide guruldamasi,A,22
532,3,Eskiden arkadaslarin birbirlerini tanimasi icin sorulardan olusan deftere ne ad verilirdi?,Akil defteri,Musvedde defteri,Hatira defteri,Anket defteri,D,22
533,4,Erciyes dagini gorup manti yiyorsaniz hangi sehirdesinizdir?,Mardin,Manisa,Kayseri,Hatay,C,22
534,5,Ayinin kirk turkusu var kirki da ahlat ustune sozundeki ahlat nedir?,Bal,Balik,Uyku,Armut,D,22
535,6,E-posta yazarken alicinin disindaki gonderilmek istenen adresler nereye yazilir?,Forward,CC,Spam,Attach,B,22
536,7,"TV'de dinlediginiz -Bahca duvarindan asti, sarmasik gullere dolasti- turkusunu hangi grup seslendirmektedir?",Grup Yorum,Kardes Turkuler,Ezginin Gunlugu,Uc Hurel,B,22
537,1,Baygin baygin bakmak hangi durum icin kullanilir?,Saskinlik,Tembellik,Hayranlik,Pismanlik,C,22
538,1,Anlata anlata bitirememek hangisi icin kullanilir?,Gevezelik,Begenmek,Sasirmak,Sikilmak,B,22
539,2,Bir kisi hazirladigi yiyecegi sunarken lezzetli oldugunu nasil soyler?,Kesene bereket,Ceneye kuvvet,Agzina saglik,Agzina layik,D,22
540,3,Eskiden uzun sure kullanildiktan sonra calisirken ziplayarak yuruyen esya hangisiydi?,Camasir makinasi,Bulasik makinasi,Buzdolabi,Klima,A,22
541,4,Artsitik puan hangi spor dalinda verilir?,Boks,Tenis,Buz pateni,Eskrim,C,22
542,5,TV'de dinlediginiz ses kime aittir?,Cem Yilmaz,Yilmaz Erdogan,Ata Demirer,Sahan Gokbakar,B,22
543,6,Ambulanslarin tepe lambalari ne renktir?,Sari,Mavi,Yesil,Kirmizi,B,22
544,7,Mutluluk bizi zorlayan kadere karsi kazanilan zaferlerin en buyugudur sozu kime aittir?,Victor Hugo,Semuel Beckett,Albert Camus,Alexandre Dumas,C,22
545,8,Kalcalari havluluyla kurularmis gibi hareket ettirirken bir ayakla da sigara sondurur gibi yapilan dans hangisidir?,Caca,Rock'n Roll,Flamenko,Twist,D,22
546,9,Yilbasinda agac susleme gelenegi hangi dinden gelmektedir?,Hristiyanlik,Samanizm,Paganizm,Budizm,C,22
547,10,1968'de Milli Piyango'nun buyuk ikramiyesi 50000 lirayi kazanip kizina aldiran devlet adami kimdir?,Ismet Inonu,Turan Gunes,Cemal Gursel,Celal Bayar,A,22
548,1,Bahari basina vurmak ne zamani belirtir?,Bebeklik,Cocukluk,Genclik,Yaslilik,C,22
549,2,2 ters bir duz hangisinde kullanilir?,Orgu ormek,Mehter yuruyusu,Pirinc ayiklamak,Para saymak,A,22
550,3,Vucut calisanlar vucutlarini neye benzetmek isterler?,Kare,Kup,Silindir,Ucgen,D,22
551,4,Derdinle ilgilenecek hic kimseyi bulamazsin anlamindaki sozde kisinin derdini kime anlatmasu soylenir?,Lokman Hekim,Abdurrahman Celebi,Marko Pasa,Ali Cengiz,C,22
